pattern_id,pattern_name,component_name,component_type,notation,description
P84,Continuous Dictation,T_{transcribe},Audio → Text,T_{transcribe},real-time transcription function
P84,Continuous Dictation,P_{punctuate},Text → Text,P_{punctuate},automatic punctuation insertion
P84,Continuous Dictation,C_{correct},Text → Text,C_{correct},auto-correction and formatting
P85,Voice Disambiguation,I_{ambig},VoiceInput,I_{ambig},potentially ambiguous voice input
P85,Voice Disambiguation,C_{candidates},VoiceInput → Set⟨Intent⟩,C_{candidates},candidate intent generation function
P85,Voice Disambiguation,R_{rank},Set⟨Intent⟩ → Seq⟨Intent⟩,R_{rank},ranking function for candidate intents
P85,Voice Disambiguation,U_{clarify},Seq⟨Intent⟩ → Intent,U_{clarify},user clarification mechanism
P86,Approval Checkpoint,A_{agent},Agent,A_{agent},agent proposing action
P86,Approval Checkpoint,R_{risk},Action → RiskScore,R_{risk},risk assessment function
P86,Approval Checkpoint,P_{pause},Action → Boolean,P_{pause},pause predicate for high-risk actions
P86,Approval Checkpoint,U_{approve},"(Action, Explanation) → Decision",U_{approve},user approval mechanism
P87,Agency Slider,\alpha,"[0,1]",\alpha,"agency level parameter (0=full human control, 1=full automation)"
P87,Agency Slider,A_{agent},Set⟨Capability⟩,A_{agent},agent capabilities
P87,Agency Slider,H_{human},Set⟨Capability⟩,H_{human},human-retained capabilities
P87,Agency Slider,R_{balance},"[0,1] → (Set⟨Capability⟩, Set⟨Capability⟩)",R_{balance},rebalancing function based on slider value
P88,Collaboration Mode Switcher,modes,Set⟨Mode⟩,modes,available collaboration modes
P89,Confidence Indicator,score,"Prediction → [0\,1]",score,confidence scoring function
P90,Explanation on Demand,action,Action,action,action requiring explanation
P90,Explanation on Demand,explain,Action → Explanation,explain,explanation generation function
P90,Explanation on Demand,detail,DetailLevel,detail,level of explanation detail
P90,Explanation on Demand,present,Explanation → UI,present,presentation function
P91,Intervention Request,input,Input,input,input to intervention request
P91,Intervention Request,process,Input → Output,process,processing function
P91,Intervention Request,output,Output,output,output from intervention request
P91,Intervention Request,display,Output → Visual,display,display function
P92,Contextual Undo/Rollback,input,Input,input,input to contextual undo/rollback
P92,Contextual Undo/Rollback,process,Input → Output,process,processing function
P92,Contextual Undo/Rollback,output,Output,output,output from contextual undo/rollback
P92,Contextual Undo/Rollback,display,Output → Visual,display,display function
P93,Agent Thinking Indicator,state,State,state,current agent thinking indicator state
P93,Agent Thinking Indicator,measure,State → Metric,measure,measurement function
P93,Agent Thinking Indicator,visualize,Metric → Visual,visualize,visualization function
P93,Agent Thinking Indicator,update,Visual → Effect,update,display update function
P94,Tool Execution Visualization,input,Input,input,input to tool execution visualization
P94,Tool Execution Visualization,process,Input → Output,process,processing function
P94,Tool Execution Visualization,output,Output,output,output from tool execution visualization
P94,Tool Execution Visualization,display,Output → Visual,display,display function
P95,Multi-Step Progress,input,Input,input,input to multi-step progress
P95,Multi-Step Progress,process,Input → Output,process,processing function
P95,Multi-Step Progress,output,Output,output,output from multi-step progress
P95,Multi-Step Progress,display,Output → Visual,display,display function
P96,Real-Time Confidence Display,state,State,state,current real-time confidence display state
P96,Real-Time Confidence Display,measure,State → Metric,measure,measurement function
P96,Real-Time Confidence Display,visualize,Metric → Visual,visualize,visualization function
P96,Real-Time Confidence Display,update,Visual → Effect,update,display update function
P97,Resource Usage Indicator,state,State,state,current resource usage indicator state
P97,Resource Usage Indicator,measure,State → Metric,measure,measurement function
P97,Resource Usage Indicator,visualize,Metric → Visual,visualize,visualization function
P97,Resource Usage Indicator,update,Visual → Effect,update,display update function
P98,Agent State Timeline,agent,Agent,agent,the agent being managed
P98,Agent State Timeline,state,AgentState,state,agent state
P98,Agent State Timeline,action,Action,action,agent action
P98,Agent State Timeline,monitor,Agent → Status,monitor,monitoring function
P99,Knowledge Graph Explorer,input,Input,input,input to knowledge graph explorer
P99,Knowledge Graph Explorer,process,Input → Output,process,processing function
P99,Knowledge Graph Explorer,output,Output,output,output from knowledge graph explorer
P99,Knowledge Graph Explorer,display,Output → Visual,display,display function
P100,Source Citation,Sources,Set⟨Source⟩,Sources,set of source documents with metadata
P100,Source Citation,Inline_{refs},"Map⟨TextSpan, SourceId⟩",Inline_{refs},mapping from content spans to sources
P100,Source Citation,Links,Set⟨URI⟩,Links,hyperlinks to original sources
P100,Source Citation,Verification,SourceId → Boolean,Verification,verifies source accessibility and validity
P101,Retrieval Path Visualization,Query,String × Embedding,Query,user query with vector embedding
P101,Retrieval Path Visualization,Path_{retrieval},Seq⟨Node × Edge⟩,Path_{retrieval},sequence of nodes and edges traversed in graph
P101,Retrieval Path Visualization,Nodes_{visited},Set⟨Node⟩,Nodes_{visited},all nodes explored during retrieval
P101,Retrieval Path Visualization,Score_{relevance},"Node → [0,1]",Score_{relevance},relevance score for each node
P102,Confidence-Based Highlighting,Text,Seq⟨TextSpan⟩,Text,sequence of text segments
P102,Confidence-Based Highlighting,Conf_{scores},"TextSpan → [0,1]",Conf_{scores},confidence mapping for each span
P102,Confidence-Based Highlighting,Colors,"[0,1] → RGB",Colors,color scale from low to high confidence
P102,Confidence-Based Highlighting,Thresholds,Seq⟨ℝ⟩,Thresholds,confidence thresholds for coloring tiers
P103,Multi-Source Reconciliation,Sources,Set⟨Source × Claim⟩,Sources,multiple sources making potentially conflicting claims
P103,Multi-Source Reconciliation,Conflicts,Set⟨Claim × Claim × ConflictType⟩,Conflicts,detected contradictions between sources
P103,Multi-Source Reconciliation,Resolution,Conflict → ResolvedClaim,Resolution,strategy for resolving conflicts
P103,Multi-Source Reconciliation,Display,ResolvedClaim → Visualization,Display,how to present reconciled information
P104,Graph Query Builder,G,"Graph⟨V, E⟩",G,underlying knowledge graph
P104,Graph Query Builder,Q_{visual},VisualQuery,Q_{visual},visual pattern representation
P104,Graph Query Builder,Cypher,String,Cypher,generated query language text
P104,Graph Query Builder,Execute,Cypher → ResultSet,Execute,query execution function
P105,Semantic Similarity Visualizer,Concepts,Set⟨Concept⟩,Concepts,set of semantic concepts to compare
P105,Semantic Similarity Visualizer,Sim_{matrix},"Concept × Concept → [0,1]",Sim_{matrix},pairwise similarity scores
P105,Semantic Similarity Visualizer,Layout,Concept → ℝ²,Layout,2D spatial positioning of concepts
P105,Semantic Similarity Visualizer,Threshold,"ℝ ∈ [0,1]",Threshold,minimum similarity to display connection
P106,Auto-Updating Content,input,Input,input,input to auto-updating content
P106,Auto-Updating Content,process,Input → Output,process,processing function
P106,Auto-Updating Content,output,Output,output,output from auto-updating content
P106,Auto-Updating Content,display,Output → Visual,display,display function
P107,Suggested Edits,Content,Document,Content,original document content to be improved
P107,Suggested Edits,Improvements,Set⟨Edit⟩,Improvements,set of AI-suggested edits with rationale
P107,Suggested Edits,Confidence,"Edit → [0,1]",Confidence,confidence score for each suggested edit
P107,Suggested Edits,Approval,"Edit → \{\text{pending}, \text{accepted}, \text{rejected}\}",Approval,approval state for each edit
P108,Cross-Document Linking,Docs,Set⟨Document⟩,Docs,collection of interrelated documents
P108,Cross-Document Linking,Relationships,Set⟨Link⟩,Relationships,semantic relationships between documents
P108,Cross-Document Linking,Auto_{link},"(Document × Document) → [0,1]",Auto_{link},AI-computed relevance score for linking
P108,Cross-Document Linking,Display,Link → Visualization,Display,how links are rendered in UI
P109,Outdated Content Detection,Content,Document,Content,document content to be checked for staleness
P109,Outdated Content Detection,Sources,Set⟨Source × Timestamp⟩,Sources,external sources with last-checked timestamps
P109,Outdated Content Detection,Freshness,ContentSpan → ℝ,Freshness,freshness score per content segment (higher = fresher)
P109,Outdated Content Detection,Alerts,Set⟨Alert⟩,Alerts,detected outdated content notifications
P110,Collaborative Document Intelligence,Agents,Set⟨Agent⟩,Agents,multiple AI agents collaborating on document
P110,Collaborative Document Intelligence,Document,SharedDocument,Document,shared document state with version control
P110,Collaborative Document Intelligence,Contributions,Seq⟨Contribution⟩,Contributions,ordered sequence of agent contributions
P110,Collaborative Document Intelligence,Coordination,Agent × Agent → Protocol,Coordination,coordination mechanism between agents
P111,Document Evolution Timeline,Versions,Seq⟨Version⟩,Versions,chronologically ordered document versions
P111,Document Evolution Timeline,Changes,Version × Version → Delta,Changes,computed diff between consecutive versions
P111,Document Evolution Timeline,Contributors,Version → Set⟨Actor⟩,Contributors,humans and AI agents that modified each version
P111,Document Evolution Timeline,Timestamps,Version → Time,Timestamps,temporal mapping of versions
P112,Event Stream Visualization,Events,Stream⟨Event⟩,Events,real-time stream of events
P112,Event Stream Visualization,Timeline,Time → Set⟨Event⟩,Timeline,temporal index of events
P112,Event Stream Visualization,Filter,Event → Boolean,Filter,predicate to filter events
P112,Event Stream Visualization,Aggregation,Seq⟨Event⟩ → Aggregate,Aggregation,grouping and summarization of events
P113,Event Replay Control,History,Seq⟨Event⟩,History,recorded sequence of past events
P113,Event Replay Control,Selector,(Event → Boolean) × TimeRange,Selector,predicate and time range for replay selection
P113,Event Replay Control,Playback,PlaybackControl,Playback,"controls for playback speed, pause, step"
P113,Event Replay Control,State_{restore},Seq⟨Event⟩ → State,State_{restore},reconstructs system state from event sequence
P114,Stream Backpressure,Stream,Stream⟨Event⟩,Stream,incoming event stream with variable rate
P114,Stream Backpressure,Buffer,BoundedQueue⟨Event⟩,Buffer,bounded buffer for temporary storage
P114,Stream Backpressure,Rate_{control},ℕ × Time,Rate_{control},maximum events per time unit
P114,Stream Backpressure,Drop_{strategy},Strategy,Drop_{strategy},policy for dropping events when overwhelmed
P115,Event-Driven State Updates,State,ApplicationState,State,current application state
P115,Event-Driven State Updates,Event_{stream},Stream⟨Event⟩,Event_{stream},incoming event stream triggering updates
P115,Event-Driven State Updates,Reducer,State × Event → State,Reducer,pure function computing state transitions
P115,Event-Driven State Updates,UI_{sync},State → Effect,UI_{sync},synchronizes UI with state changes
P116,Multi-Stream Coordination UI,Streams,Set⟨Stream⟨Event⟩⟩,Streams,multiple independent event streams
P116,Multi-Stream Coordination UI,Sync,SyncStrategy,Sync,time synchronization strategy for streams
P116,Multi-Stream Coordination UI,Merge,Set⟨Stream⟩ → Stream,Merge,combines multiple streams into unified stream
P116,Multi-Stream Coordination UI,Display,Stream → Visualization,Display,visualization of merged stream
P117,Event Filter & Query,Stream,Stream⟨Event⟩,Stream,event stream to be queried
P117,Event Filter & Query,Filters,Set⟨Predicate⟩,Filters,collection of filter predicates
P117,Event Filter & Query,Query_{language},QueryLanguage,Query_{language},domain-specific query language for events
P117,Event Filter & Query,Results,Stream⟨Event⟩,Results,filtered/queried result stream
P118,Domain Context Switcher,input,Input,input,input to domain context switcher
P118,Domain Context Switcher,process,Input → Output,process,processing function
P118,Domain Context Switcher,output,Output,output,output from domain context switcher
P118,Domain Context Switcher,display,Output → Visual,display,display function
P119,Cross-Domain Integration View,Domains,Set⟨Domain⟩,Domains,collection of distinct business/data domains
P119,Cross-Domain Integration View,Data_{integrated},Domain → DataSet,Data_{integrated},integrated data from each domain
P119,Cross-Domain Integration View,Relationships,Set⟨CrossDomainLink⟩,Relationships,relationships spanning domain boundaries
P119,Cross-Domain Integration View,Unified_{display},Visualization,Unified_{display},unified view integrating all domains
P120,Domain-Specific Agent Activation,agent,Agent,agent,the agent being managed
P120,Domain-Specific Agent Activation,state,AgentState,state,agent state
P120,Domain-Specific Agent Activation,action,Action,action,agent action
P120,Domain-Specific Agent Activation,monitor,Agent → Status,monitor,monitoring function
P121,Context Preservation Across Domains,input,Input,input,input to context preservation across domains
P121,Context Preservation Across Domains,process,Input → Output,process,processing function
P121,Context Preservation Across Domains,output,Output,output,output from context preservation across domains
P121,Context Preservation Across Domains,display,Output → Visual,display,display function
P122,Multi-Domain Dashboard,input,Input,input,input to multi-domain dashboard
P122,Multi-Domain Dashboard,process,Input → Output,process,processing function
P122,Multi-Domain Dashboard,output,Output,output,output from multi-domain dashboard
P122,Multi-Domain Dashboard,display,Output → Visual,display,display function
P123,Domain Boundary Indicator,state,State,state,current domain boundary indicator state
P123,Domain Boundary Indicator,measure,State → Metric,measure,measurement function
P123,Domain Boundary Indicator,visualize,Metric → Visual,visualize,visualization function
P123,Domain Boundary Indicator,update,Visual → Effect,update,display update function
P124,Agent Trace Viewer,agent,Agent,agent,the agent being managed
P124,Agent Trace Viewer,state,AgentState,state,agent state
P124,Agent Trace Viewer,action,Action,action,agent action
P124,Agent Trace Viewer,monitor,Agent → Status,monitor,monitoring function
P125,Decision Explanation,input,Input,input,input to decision explanation
P125,Decision Explanation,process,Input → Output,process,processing function
P125,Decision Explanation,output,Output,output,output from decision explanation
P125,Decision Explanation,display,Output → Visual,display,display function
P126,Token Usage Display,state,State,state,current token usage display state
P126,Token Usage Display,measure,State → Metric,measure,measurement function
P126,Token Usage Display,visualize,Metric → Visual,visualize,visualization function
P126,Token Usage Display,update,Visual → Effect,update,display update function
P127,Error Debug Interface,input,Input,input,input to error debug interface
P127,Error Debug Interface,process,Input → Output,process,processing function
P127,Error Debug Interface,output,Output,output,output from error debug interface
P127,Error Debug Interface,display,Output → Visual,display,display function
P128,A/B Test Results,input,Input,input,input to a/b test results
P128,A/B Test Results,process,Input → Output,process,processing function
P128,A/B Test Results,output,Output,output,output from a/b test results
P128,A/B Test Results,display,Output → Visual,display,display function
P129,Performance Metrics Dashboard,input,Input,input,input to performance metrics dashboard
P129,Performance Metrics Dashboard,process,Input → Output,process,processing function
P129,Performance Metrics Dashboard,output,Output,output,output from performance metrics dashboard
P129,Performance Metrics Dashboard,display,Output → Visual,display,display function
P130,AI Agent Presence Indicator,state,State,state,current ai agent presence indicator state
P130,AI Agent Presence Indicator,measure,State → Metric,measure,measurement function
P130,AI Agent Presence Indicator,visualize,Metric → Visual,visualize,visualization function
P130,AI Agent Presence Indicator,update,Visual → Effect,update,display update function
P131,Multi-User + AI Avatar,input,Input,input,input to multi-user + ai avatar
P131,Multi-User + AI Avatar,process,Input → Output,process,processing function
P131,Multi-User + AI Avatar,output,Output,output,output from multi-user + ai avatar
P131,Multi-User + AI Avatar,display,Output → Visual,display,display function
P132,AI Cursor Sharing,input,Input,input,input to ai cursor sharing
P132,AI Cursor Sharing,process,Input → Output,process,processing function
P132,AI Cursor Sharing,output,Output,output,output from ai cursor sharing
P132,AI Cursor Sharing,display,Output → Visual,display,display function
P133,Activity Feed,input,Input,input,input to activity feed
P133,Activity Feed,process,Input → Output,process,processing function
P133,Activity Feed,output,Output,output,output from activity feed
P133,Activity Feed,display,Output → Visual,display,display function
P134,Collaboration Session,input,Input,input,input to collaboration session
P134,Collaboration Session,process,Input → Output,process,processing function
P134,Collaboration Session,output,Output,output,output from collaboration session
P134,Collaboration Session,display,Output → Visual,display,display function
P135,Conflict Resolution Interface,input,Input,input,input to conflict resolution interface
P135,Conflict Resolution Interface,process,Input → Output,process,processing function
P135,Conflict Resolution Interface,output,Output,output,output from conflict resolution interface
P135,Conflict Resolution Interface,display,Output → Visual,display,display function
P136,User Preference Learning,input,Input,input,input to user preference learning
P136,User Preference Learning,process,Input → Output,process,processing function
P136,User Preference Learning,output,Output,output,output from user preference learning
P136,User Preference Learning,display,Output → Visual,display,display function
P137,Adaptive Interface,input,Input,input,input to adaptive interface
P137,Adaptive Interface,process,Input → Output,process,processing function
P137,Adaptive Interface,output,Output,output,output from adaptive interface
P137,Adaptive Interface,display,Output → Visual,display,display function
P138,Personalized Agent Configuration,agent,Agent,agent,the agent being managed
P138,Personalized Agent Configuration,state,AgentState,state,agent state
P138,Personalized Agent Configuration,action,Action,action,agent action
P138,Personalized Agent Configuration,monitor,Agent → Status,monitor,monitoring function
P139,Learning Progress Indicator,state,State,state,current learning progress indicator state
P139,Learning Progress Indicator,measure,State → Metric,measure,measurement function
P139,Learning Progress Indicator,visualize,Metric → Visual,visualize,visualization function
P139,Learning Progress Indicator,update,Visual → Effect,update,display update function
P140,Reset/Retrain Controls,input,Input,input,input to reset/retrain controls
P140,Reset/Retrain Controls,process,Input → Output,process,processing function
P140,Reset/Retrain Controls,output,Output,output,output from reset/retrain controls
P140,Reset/Retrain Controls,display,Output → Visual,display,display function
P141,Workflow Template Gallery,steps,Seq⟨Step⟩,steps,sequence of steps
P141,Workflow Template Gallery,current,Step,current,current step
P141,Workflow Template Gallery,transition,"(Step, Step) → Effect",transition,transition function
P141,Workflow Template Gallery,complete,Step → Boolean,complete,completion check
P142,Automation Builder,input,Input,input,input to automation builder
P142,Automation Builder,process,Input → Output,process,processing function
P142,Automation Builder,output,Output,output,output from automation builder
P142,Automation Builder,display,Output → Visual,display,display function
P143,Scheduled Agent,agent,Agent,agent,the agent being managed
P143,Scheduled Agent,state,AgentState,state,agent state
P143,Scheduled Agent,action,Action,action,agent action
P143,Scheduled Agent,monitor,Agent → Status,monitor,monitoring function
P144,Trigger-Action,input,Input,input,input to trigger-action
P144,Trigger-Action,process,Input → Output,process,processing function
P144,Trigger-Action,output,Output,output,output from trigger-action
P144,Trigger-Action,display,Output → Visual,display,display function
P145,Workflow Monitoring Dashboard,steps,Seq⟨Step⟩,steps,sequence of steps
P145,Workflow Monitoring Dashboard,current,Step,current,current step
P145,Workflow Monitoring Dashboard,transition,"(Step, Step) → Effect",transition,transition function
P145,Workflow Monitoring Dashboard,complete,Step → Boolean,complete,completion check
P146,Token Budget Indicator,state,State,state,current token budget indicator state
P146,Token Budget Indicator,measure,State → Metric,measure,measurement function
P146,Token Budget Indicator,visualize,Metric → Visual,visualize,visualization function
P146,Token Budget Indicator,update,Visual → Effect,update,display update function
P147,Cost Estimation Preview,input,Input,input,input to cost estimation preview
P147,Cost Estimation Preview,process,Input → Output,process,processing function
P147,Cost Estimation Preview,output,Output,output,output from cost estimation preview
P147,Cost Estimation Preview,display,Output → Visual,display,display function
P148,Resource Limit Controls,input,Input,input,input to resource limit controls
P148,Resource Limit Controls,process,Input → Output,process,processing function
P148,Resource Limit Controls,output,Output,output,output from resource limit controls
P148,Resource Limit Controls,display,Output → Visual,display,display function
P149,Usage Analytics Dashboard,input,Input,input,input to usage analytics dashboard
P149,Usage Analytics Dashboard,process,Input → Output,process,processing function
P149,Usage Analytics Dashboard,output,Output,output,output from usage analytics dashboard
P149,Usage Analytics Dashboard,display,Output → Visual,display,display function
P150,Rate Limit Warning,input,Input,input,input to rate limit warning
P150,Rate Limit Warning,process,Input → Output,process,processing function
P150,Rate Limit Warning,output,Output,output,output from rate limit warning
P150,Rate Limit Warning,display,Output → Visual,display,display function
P152,Audit Trail Viewer,input,Input,input,input to audit trail viewer
P152,Audit Trail Viewer,process,Input → Output,process,processing function
P152,Audit Trail Viewer,output,Output,output,output from audit trail viewer
P152,Audit Trail Viewer,display,Output → Visual,display,display function
P153,Data Access Transparency,input,Input,input,input to data access transparency
P153,Data Access Transparency,process,Input → Output,process,processing function
P153,Data Access Transparency,output,Output,output,output from data access transparency
P153,Data Access Transparency,display,Output → Visual,display,display function
P154,Secure Credential Management,input,Input,input,input to secure credential management
P154,Secure Credential Management,process,Input → Output,process,processing function
P154,Secure Credential Management,output,Output,output,output from secure credential management
P154,Secure Credential Management,display,Output → Visual,display,display function
P155,Trust Score Indicator,state,State,state,current trust score indicator state
P155,Trust Score Indicator,measure,State → Metric,measure,measurement function
P155,Trust Score Indicator,visualize,Metric → Visual,visualize,visualization function
P155,Trust Score Indicator,update,Visual → Effect,update,display update function
